Query_ID,Doc_ID,Rank,Term,W_query,W_doc,Dot_Product_Contrib,Query_Norm,Doc_Norm,Total_Cosine_Sim
53,1253,9,presenc,0.2327,0.0513,0.0119,0.8664,0.3849,0.2632
53,1253,9,investig,0.1043,0.023,0.0024,0.8664,0.3849,0.2632
53,1253,9,field,0.3262,0.1078,0.0352,0.8664,0.3849,0.2632
53,1253,9,flow,0.0501,0.0331,0.0017,0.8664,0.3849,0.2632
53,1253,9,magnet,0.2754,0.1214,0.0334,0.8664,0.3849,0.2632
53,1273,10,presenc,0.2327,0.0712,0.0166,0.8664,0.4185,0.2592
53,1273,10,field,0.3262,0.1247,0.0407,0.8664,0.4185,0.2592
53,1273,10,flow,0.0501,0.0383,0.0019,0.8664,0.4185,0.2592
53,1273,10,magnet,0.2754,0.1264,0.0348,0.8664,0.4185,0.2592
54,123,1,effect,0.0794,0.0136,0.0011,0.8469,0.3205,0.5103
54,123,1,nose,0.2112,0.0362,0.0076,0.8469,0.3205,0.5103
54,123,1,downstream,0.2584,0.0443,0.0114,0.8469,0.3205,0.5103
54,123,1,mass,0.4969,0.1065,0.0529,0.8469,0.3205,0.5103
54,123,1,transfer,0.4767,0.0953,0.0454,0.8469,0.3205,0.5103
54,123,1,cone,0.2054,0.0704,0.0145,0.8469,0.3205,0.5103
54,123,1,heat,0.1267,0.0434,0.0055,0.8469,0.3205,0.5103
54,1185,2,mass,0.4969,0.1282,0.0637,0.8469,0.3518,0.3988
54,1185,2,transfer,0.4767,0.1025,0.0489,0.8469,0.3518,0.3988
54,1185,2,heat,0.1267,0.0491,0.0062,0.8469,0.3518,0.3988
54,84,3,blunt,0.1919,0.0226,0.0043,0.8469,0.3406,0.3825
54,84,3,region,0.1742,0.0205,0.0036,0.8469,0.3406,0.3825
54,84,3,downstream,0.2584,0.0608,0.0157,0.8469,0.3406,0.3825
54,84,3,mass,0.4969,0.1169,0.0581,0.8469,0.3406,0.3825
54,84,3,transfer,0.4767,0.0561,0.0267,0.8469,0.3406,0.3825
54,84,3,heat,0.1267,0.0149,0.0019,0.8469,0.3406,0.3825
54,525,4,region,0.1742,0.0909,0.0158,0.8469,0.377,0.3751
54,525,4,mass,0.4969,0.1296,0.0644,0.8469,0.377,0.3751
54,525,4,transfer,0.4767,0.0829,0.0395,0.8469,0.377,0.3751
54,305,5,region,0.1742,0.0899,0.0157,0.8469,0.3329,0.3711
54,305,5,mass,0.4969,0.0962,0.0478,0.8469,0.3329,0.3711
54,305,5,transfer,0.4767,0.082,0.0391,0.8469,0.3329,0.3711
54,305,5,heat,0.1267,0.0164,0.0021,0.8469,0.3329,0.3711
54,666,6,effect,0.0794,0.0121,0.001,0.8469,0.2881,0.3106
54,666,6,blunt,0.1919,0.0291,0.0056,0.8469,0.2881,0.3106
54,666,6,region,0.1742,0.0794,0.0138,0.8469,0.2881,0.3106
54,666,6,nose,0.2112,0.0642,0.0136,0.8469,0.2881,0.3106
54,666,6,transfer,0.4767,0.0724,0.0345,0.8469,0.2881,0.3106
54,666,6,heat,0.1267,0.0577,0.0073,0.8469,0.2881,0.3106
54,44,7,effect,0.0794,0.0174,0.0014,0.8469,0.3,0.3088
54,44,7,blunt,0.1919,0.0983,0.0189,0.8469,0.3,0.3088
54,44,7,nose,0.2112,0.1082,0.0229,0.8469,0.3,0.3088
54,44,7,mass,0.4969,0.0182,0.009,0.8469,0.3,0.3088
54,44,7,transfer,0.4767,0.0349,0.0166,0.8469,0.3,0.3088
54,44,7,cone,0.2054,0.0301,0.0062,0.8469,0.3,0.3088
54,44,7,heat,0.1267,0.0278,0.0035,0.8469,0.3,0.3088
54,1213,8,effect,0.0794,0.0203,0.0016,0.8469,0.397,0.292
54,1213,8,blunt,0.1919,0.0653,0.0125,0.8469,0.397,0.292
54,1213,8,nose,0.2112,0.0539,0.0114,0.8469,0.397,0.292
54,1213,8,transfer,0.4767,0.0947,0.0451,0.8469,0.397,0.292
54,1213,8,cone,0.2054,0.0874,0.018,0.8469,0.397,0.292
54,1213,8,heat,0.1267,0.0755,0.0096,0.8469,0.397,0.292
54,1307,9,effect,0.0794,0.0115,0.0009,0.8469,0.2974,0.2746
54,1307,9,blunt,0.1919,0.0558,0.0107,0.8469,0.2974,0.2746
54,1307,9,region,0.1742,0.0253,0.0044,0.8469,0.2974,0.2746
54,1307,9,nose,0.2112,0.0614,0.013,0.8469,0.2974,0.2746
54,1307,9,transfer,0.4767,0.0462,0.022,0.8469,0.2974,0.2746
54,1307,9,cone,0.2054,0.0598,0.0123,0.8469,0.2974,0.2746
54,1307,9,heat,0.1267,0.0461,0.0058,0.8469,0.2974,0.2746
54,559,10,effect,0.0794,0.0173,0.0014,0.8469,0.3583,0.2555
54,559,10,blunt,0.1919,0.0837,0.0161,0.8469,0.3583,0.2555
54,559,10,transfer,0.4767,0.104,0.0496,0.8469,0.3583,0.2555
54,559,10,heat,0.1267,0.0829,0.0105,0.8469,0.3583,0.2555
55,376,1,compress,0.1626,0.1301,0.0211,0.6914,0.4733,0.3014
55,376,1,incompress,0.1968,0.1574,0.031,0.6914,0.4733,0.3014
55,376,1,boundari,0.1819,0.097,0.0176,0.6914,0.4733,0.3014
55,376,1,appli,0.1605,0.0428,0.0069,0.6914,0.4733,0.3014
55,376,1,layer,0.2031,0.1083,0.022,0.6914,0.4733,0.3014
55,4,2,incompress,0.1968,0.1005,0.0198,0.6914,0.3448,0.298
55,4,2,boundari,0.1819,0.1161,0.0211,0.6914,0.3448,0.298
55,4,2,problem,0.1222,0.0312,0.0038,0.6914,0.3448,0.298
55,4,2,layer,0.2031,0.1296,0.0263,0.6914,0.3448,0.298
55,460,3,compress,0.1626,0.1027,0.0167,0.6914,0.3972,0.2677
55,460,3,incompress,0.1968,0.1243,0.0245,0.6914,0.3972,0.2677
55,460,3,boundari,0.1819,0.0766,0.0139,0.6914,0.3972,0.2677
55,460,3,appli,0.1605,0.0338,0.0054,0.6914,0.3972,0.2677
55,460,3,layer,0.2031,0.0641,0.013,0.6914,0.3972,0.2677
55,251,4,inform,0.2883,0.1472,0.0425,0.6914,0.4891,0.2514
55,251,4,avail,0.2375,0.0606,0.0144,0.6914,0.4891,0.2514
55,251,4,extent,0.3322,0.0848,0.0282,0.6914,0.4891,0.2514
55,3,5,incompress,0.1968,0.1312,0.0258,0.6914,0.4361,0.2499
55,3,5,boundari,0.1819,0.1213,0.0221,0.6914,0.4361,0.2499
55,3,5,layer,0.2031,0.1354,0.0275,0.6914,0.4361,0.2499
55,1214,6,inform,0.2883,0.0919,0.0265,0.6914,0.3788,0.2233
55,1214,6,avail,0.2375,0.1009,0.024,0.6914,0.3788,0.2233
55,1214,6,incompress,0.1968,0.0209,0.0041,0.6914,0.3788,0.2233
55,1214,6,boundari,0.1819,0.0097,0.0018,0.6914,0.3788,0.2233
55,1214,6,layer,0.2031,0.0108,0.0022,0.6914,0.3788,0.2233
55,17,7,compress,0.1626,0.0988,0.0161,0.6914,0.4114,0.2012
55,17,7,avail,0.2375,0.0361,0.0086,0.6914,0.4114,0.2012
55,17,7,incompress,0.1968,0.0598,0.0118,0.6914,0.4114,0.2012
55,17,7,boundari,0.1819,0.0414,0.0075,0.6914,0.4114,0.2012
55,17,7,appli,0.1605,0.0244,0.0039,0.6914,0.4114,0.2012
55,17,7,layer,0.2031,0.0463,0.0094,0.6914,0.4114,0.2012
55,798,8,involv,0.2191,0.0077,0.0017,0.6914,0.2389,0.1996
55,798,8,inform,0.2883,0.0304,0.0088,0.6914,0.2389,0.1996
55,798,8,avail,0.2375,0.0084,0.002,0.6914,0.2389,0.1996
55,798,8,boundari,0.1819,0.0288,0.0052,0.6914,0.2389,0.1996
55,798,8,extent,0.3322,0.0117,0.0039,0.6914,0.2389,0.1996
55,798,8,appli,0.1605,0.0056,0.0009,0.6914,0.2389,0.1996
55,798,8,problem,0.1222,0.0086,0.0011,0.6914,0.2389,0.1996
55,798,8,layer,0.2031,0.0464,0.0094,0.6914,0.2389,0.1996
55,1301,9,compress,0.1626,0.042,0.0068,0.6914,0.3324,0.1786
55,1301,9,incompress,0.1968,0.0254,0.005,0.6914,0.3324,0.1786
55,1301,9,boundari,0.1819,0.0587,0.0107,0.6914,0.3324,0.1786
55,1301,9,appli,0.1605,0.0207,0.0033,0.6914,0.3324,0.1786
55,1301,9,problem,0.1222,0.0158,0.0019,0.6914,0.3324,0.1786
55,1301,9,layer,0.2031,0.0655,0.0133,0.6914,0.3324,0.1786
55,336,10,compress,0.1626,0.0398,0.0065,0.6914,0.4161,0.1745
55,336,10,boundari,0.1819,0.0891,0.0162,0.6914,0.4161,0.1745
55,336,10,problem,0.1222,0.0599,0.0073,0.6914,0.4161,0.1745
55,336,10,layer,0.2031,0.0995,0.0202,0.6914,0.4161,0.1745
56,753,1,characterist,0.1561,0.0134,0.0021,0.7958,0.4485,0.3974
56,753,1,steadi,0.1985,0.1528,0.0303,0.7958,0.4485,0.3974
56,753,1,data,0.1434,0.0245,0.0035,0.7958,0.4485,0.3974
56,753,1,flutter,0.2476,0.2118,0.0524,0.7958,0.4485,0.3974
56,753,1,aerodynam,0.1582,0.0812,0.0128,0.7958,0.4485,0.3974
56,753,1,avail,0.2192,0.0375,0.0082,0.7958,0.4485,0.3974
56,753,1,state,0.2283,0.0586,0.0134,0.7958,0.4485,0.3974
56,753,1,surfac,0.1112,0.0095,0.0011,0.7958,0.4485,0.3974
56,753,1,util,0.2816,0.0482,0.0136,0.7958,0.4485,0.3974
56,753,1,lift,0.1673,0.0143,0.0024,0.7958,0.4485,0.3974
56,753,1,predict,0.1524,0.013,0.002,0.7958,0.4485,0.3974
56,878,2,flutter,0.2476,0.4109,0.1017,0.7958,0.5824,0.2482
56,878,2,avail,0.2192,0.0606,0.0133,0.7958,0.5824,0.2482
56,1339,3,characterist,0.1561,0.0448,0.007,0.7958,0.2976,0.2315
56,1339,3,steadi,0.1985,0.019,0.0038,0.7958,0.2976,0.2315
56,1339,3,data,0.1434,0.0137,0.002,0.7958,0.2976,0.2315
56,1339,3,flutter,0.2476,0.1183,0.0293,0.7958,0.2976,0.2315
56,1339,3,aerodynam,0.1582,0.0302,0.0048,0.7958,0.2976,0.2315
56,1339,3,lift,0.1673,0.048,0.008,0.7958,0.2976,0.2315
56,202,4,flutter,0.2476,0.2378,0.0589,0.7958,0.3875,0.2294
56,202,4,aerodynam,0.1582,0.0467,0.0074,0.7958,0.3875,0.2294
56,202,4,avail,0.2192,0.0162,0.0035,0.7958,0.3875,0.2294
56,202,4,surfac,0.1112,0.0082,0.0009,0.7958,0.3875,0.2294
56,391,5,flutter,0.2476,0.2445,0.0605,0.7958,0.4448,0.2174
56,391,5,aerodynam,0.1582,0.0781,0.0124,0.7958,0.4448,0.2174
56,391,5,surfac,0.1112,0.0366,0.0041,0.7958,0.4448,0.2174
56,441,6,data,0.1434,0.0458,0.0066,0.7958,0.369,0.1986
56,441,6,flutter,0.2476,0.0987,0.0244,0.7958,0.369,0.1986
56,441,6,aerodynam,0.1582,0.0631,0.01,0.7958,0.369,0.1986
56,441,6,avail,0.2192,0.035,0.0077,0.7958,0.369,0.1986
56,441,6,lift,0.1673,0.0133,0.0022,0.7958,0.369,0.1986
56,441,6,predict,0.1524,0.0486,0.0074,0.7958,0.369,0.1986
56,14,7,steadi,0.1985,0.0116,0.0023,0.7958,0.272,0.1969
56,14,7,flutter,0.2476,0.0577,0.0143,0.7958,0.272,0.1969
56,14,7,aerodynam,0.1582,0.0461,0.0073,0.7958,0.272,0.1969
56,14,7,avail,0.2192,0.0128,0.0028,0.7958,0.272,0.1969
56,14,7,state,0.2283,0.0133,0.003,0.7958,0.272,0.1969
56,14,7,extent,0.3066,0.0179,0.0055,0.7958,0.272,0.1969
56,14,7,surfac,0.1112,0.013,0.0014,0.7958,0.272,0.1969
56,14,7,util,0.2816,0.0164,0.0046,0.7958,0.272,0.1969
56,14,7,predict,0.1524,0.0089,0.0014,0.7958,0.272,0.1969
56,1111,8,flutter,0.2476,0.3902,0.0966,0.7958,0.6288,0.1931
56,1290,9,characterist,0.1561,0.0307,0.0048,0.7958,0.4408,0.1803
56,1290,9,data,0.1434,0.0706,0.0101,0.7958,0.4408,0.1803
56,1290,9,flutter,0.2476,0.1951,0.0483,0.7958,0.4408,0.1803
56,593,10,flutter,0.2476,0.1959,0.0485,0.7958,0.3408,0.1789
57,753,1,characterist,0.2255,0.0134,0.003,1.0069,0.4485,0.3874
57,753,1,steadi,0.5735,0.1528,0.0876,1.0069,0.4485,0.3874
57,753,1,flutter,0.3577,0.2118,0.0757,1.0069,0.4485,0.3874
57,753,1,mechan,0.3795,0.0225,0.0085,1.0069,0.4485,0.3874
57,878,2,flutter,0.3577,0.4109,0.147,1.0069,0.5824,0.2506
57,202,3,non,0.3446,0.0176,0.0061,1.0069,0.3875,0.2335
57,202,3,flutter,0.3577,0.2378,0.085,1.0069,0.3875,0.2335
57,1111,4,flutter,0.3577,0.3902,0.1395,1.0069,0.6288,0.2204
57,1339,5,characterist,0.2255,0.0448,0.0101,1.0069,0.2976,0.2136
57,1339,5,steadi,0.5735,0.019,0.0109,1.0069,0.2976,0.2136
57,1339,5,flutter,0.3577,0.1183,0.0423,1.0069,0.2976,0.2136
57,1339,5,flow,0.0724,0.0096,0.0007,1.0069,0.2976,0.2136
57,593,6,flutter,0.3577,0.1959,0.0701,1.0069,0.3408,0.2054
57,593,6,flow,0.0724,0.0057,0.0004,1.0069,0.3408,0.2054
57,3,7,steadi,0.5735,0.1434,0.0822,1.0069,0.4361,0.1992
57,3,7,flow,0.0724,0.0724,0.0052,1.0069,0.4361,0.1992
57,380,8,steadi,0.5735,0.0794,0.0455,1.0069,0.4959,0.1991
57,380,8,flutter,0.3577,0.1486,0.0531,1.0069,0.4959,0.1991
57,380,8,flow,0.0724,0.01,0.0007,1.0069,0.4959,0.1991
57,391,9,flutter,0.3577,0.2445,0.0874,1.0069,0.4448,0.1965
57,391,9,flow,0.0724,0.0082,0.0006,1.0069,0.4448,0.1965
57,444,10,steadi,0.5735,0.0516,0.0296,1.0069,0.5121,0.1932
57,444,10,flutter,0.3577,0.1931,0.0691,1.0069,0.5121,0.1932
57,444,10,flow,0.0724,0.013,0.0009,1.0069,0.5121,0.1932
58,754,1,generat,0.1948,0.0372,0.0073,0.5755,0.3586,0.3475
58,754,1,cylind,0.1213,0.0927,0.0112,0.5755,0.3586,0.3475
58,754,1,flow,0.0383,0.0073,0.0003,0.5755,0.3586,0.3475
58,754,1,section,0.1244,0.0713,0.0089,0.5755,0.3586,0.3475
58,754,1,heat,0.1789,0.0513,0.0092,0.5755,0.3586,0.3475
58,754,1,transfer,0.1122,0.0643,0.0072,0.5755,0.3586,0.3475
58,754,1,cross,0.1762,0.101,0.0178,0.5755,0.3586,0.3475
58,754,1,fluid,0.1276,0.0244,0.0031,0.5755,0.3586,0.3475
58,754,1,rate,0.1334,0.051,0.0068,0.5755,0.3586,0.3475
58,120,2,convect,0.2022,0.1691,0.0342,0.5755,0.4477,0.3116
58,120,2,non,0.1824,0.0508,0.0093,0.5755,0.4477,0.3116
58,120,2,flow,0.0383,0.0107,0.0004,0.5755,0.4477,0.3116
58,120,2,heat,0.1789,0.0997,0.0178,0.5755,0.4477,0.3116
58,120,2,transfer,0.1122,0.125,0.014,0.5755,0.4477,0.3116
58,120,2,fluid,0.1276,0.0356,0.0045,0.5755,0.4477,0.3116
58,788,3,generat,0.1948,0.0249,0.0049,0.5755,0.3489,0.2807
58,788,3,forc,0.1244,0.0636,0.0079,0.5755,0.3489,0.2807
58,788,3,cylind,0.1213,0.0775,0.0094,0.5755,0.3489,0.2807
58,788,3,section,0.1244,0.0795,0.0099,0.5755,0.3489,0.2807
58,788,3,along,0.1367,0.0175,0.0024,0.5755,0.3489,0.2807
58,788,3,cross,0.1762,0.1126,0.0198,0.5755,0.3489,0.2807
58,788,3,fluid,0.1276,0.0163,0.0021,0.5755,0.3489,0.2807
58,963,4,convect,0.2022,0.2022,0.0409,0.5755,0.5017,0.2763
58,963,4,forc,0.1244,0.0622,0.0077,0.5755,0.5017,0.2763
58,963,4,flow,0.0383,0.0192,0.0007,0.5755,0.5017,0.2763
58,963,4,heat,0.1789,0.0894,0.016,0.5755,0.5017,0.2763
58,963,4,transfer,0.1122,0.0561,0.0063,0.5755,0.5017,0.2763
58,963,4,fluid,0.1276,0.0638,0.0081,0.5755,0.5017,0.2763
58,787,5,generat,0.1948,0.0372,0.0073,0.5755,0.4153,0.2744
58,787,5,cylind,0.1213,0.1622,0.0197,0.5755,0.4153,0.2744
58,787,5,section,0.1244,0.095,0.0118,0.5755,0.4153,0.2744
58,787,5,cross,0.1762,0.1346,0.0237,0.5755,0.4153,0.2744
58,787,5,fluid,0.1276,0.0244,0.0031,0.5755,0.4153,0.2744
58,269,6,convect,0.2022,0.0982,0.0199,0.5755,0.4905,0.2597
58,269,6,non,0.1824,0.0443,0.0081,0.5755,0.4905,0.2597
58,269,6,flow,0.0383,0.0279,0.0011,0.5755,0.4905,0.2597
58,269,6,heat,0.1789,0.0869,0.0155,0.5755,0.4905,0.2597
58,269,6,transfer,0.1122,0.109,0.0122,0.5755,0.4905,0.2597
58,269,6,fluid,0.1276,0.062,0.0079,0.5755,0.4905,0.2597
58,269,6,rate,0.1334,0.0648,0.0086,0.5755,0.4905,0.2597
58,873,7,convect,0.2022,0.1021,0.0206,0.5755,0.3976,0.2481
58,873,7,flow,0.0383,0.0193,0.0007,0.5755,0.3976,0.2481
58,873,7,along,0.1367,0.023,0.0031,0.5755,0.3976,0.2481
58,873,7,heat,0.1789,0.0903,0.0162,0.5755,0.3976,0.2481
58,873,7,transfer,0.1122,0.0944,0.0106,0.5755,0.3976,0.2481
58,873,7,fluid,0.1276,0.043,0.0055,0.5755,0.3976,0.2481
58,786,8,determin,0.0908,0.0433,0.0039,0.5755,0.3881,0.2352
58,786,8,forc,0.1244,0.0988,0.0123,0.5755,0.3881,0.2352
58,786,8,circular,0.1359,0.0216,0.0029,0.5755,0.3881,0.2352
58,786,8,cylind,0.1213,0.1735,0.021,0.5755,0.3881,0.2352
58,786,8,section,0.1244,0.0198,0.0025,0.5755,0.3881,0.2352
58,786,8,cross,0.1762,0.056,0.0099,0.5755,0.3881,0.2352
58,564,9,determin,0.0908,0.0095,0.0009,0.5755,0.3499,0.2196
58,564,9,circular,0.1359,0.0143,0.0019,0.5755,0.3499,0.2196
58,564,9,cylind,0.1213,0.0637,0.0077,0.5755,0.3499,0.2196
58,564,9,flow,0.0383,0.004,0.0002,0.5755,0.3499,0.2196
58,564,9,heat,0.1789,0.1033,0.0185,0.5755,0.3499,0.2196
58,564,9,transfer,0.1122,0.1177,0.0132,0.5755,0.3499,0.2196
58,564,9,rate,0.1334,0.014,0.0019,0.5755,0.3499,0.2196
58,270,10,convect,0.2022,0.1283,0.0259,0.5755,0.442,0.2178
58,270,10,generat,0.1948,0.0247,0.0048,0.5755,0.442,0.2178
58,270,10,forc,0.1244,0.0947,0.0118,0.5755,0.442,0.2178
58,270,10,flow,0.0383,0.0389,0.0015,0.5755,0.442,0.2178
58,270,10,heat,0.1789,0.0227,0.0041,0.5755,0.442,0.2178
58,270,10,transfer,0.1122,0.0285,0.0032,0.5755,0.442,0.2178
58,270,10,fluid,0.1276,0.0324,0.0041,0.5755,0.442,0.2178
59,382,1,circular,0.2566,0.11,0.0282,0.7423,0.4872,0.2479
59,382,1,flow,0.0724,0.031,0.0022,0.7423,0.4872,0.2479
59,382,1,boundari,0.1213,0.052,0.0063,0.7423,0.4872,0.2479
59,382,1,cylind,0.2292,0.1964,0.045,0.7423,0.4872,0.2479
59,382,1,layer,0.1354,0.058,0.0079,0.7423,0.4872,0.2479
59,1055,2,non,0.3446,0.1292,0.0445,0.7423,0.3886,0.2321
59,1055,2,circular,0.2566,0.0642,0.0165,0.7423,0.3886,0.2321
59,1055,2,boundari,0.1213,0.0303,0.0037,0.7423,0.3886,0.2321
59,1055,2,layer,0.1354,0.0169,0.0023,0.7423,0.3886,0.2321
59,786,3,known,0.3062,0.0258,0.0079,0.7423,0.3881,0.2182
59,786,3,much,0.3394,0.0285,0.0097,0.7423,0.3881,0.2182
59,786,3,circular,0.2566,0.0216,0.0055,0.7423,0.3881,0.2182
59,786,3,cylind,0.2292,0.1735,0.0398,0.7423,0.3881,0.2182
59,785,4,circular,0.2566,0.057,0.0146,0.7423,0.3876,0.2151
59,785,4,flow,0.0724,0.0161,0.0012,0.7423,0.3876,0.2151
59,785,4,boundari,0.1213,0.0135,0.0016,0.7423,0.3876,0.2151
59,785,4,along,0.2582,0.0287,0.0074,0.7423,0.3876,0.2151
59,785,4,cylind,0.2292,0.1528,0.035,0.7423,0.3876,0.2151
59,785,4,layer,0.1354,0.015,0.002,0.7423,0.3876,0.2151
59,912,5,boundari,0.1213,0.0331,0.004,0.7423,0.3645,0.1949
59,912,5,along,0.2582,0.0704,0.0182,0.7423,0.3645,0.1949
59,912,5,cylind,0.2292,0.1042,0.0239,0.7423,0.3645,0.1949
59,912,5,layer,0.1354,0.0492,0.0067,0.7423,0.3645,0.1949
59,1084,6,circular,0.2566,0.1593,0.0409,0.7423,0.5417,0.1949
59,1084,6,flow,0.0724,0.0674,0.0049,0.7423,0.5417,0.1949
59,1084,6,cylind,0.2292,0.1422,0.0326,0.7423,0.5417,0.1949
59,1054,7,non,0.3446,0.0954,0.0329,0.7423,0.3633,0.1895
59,1054,7,circular,0.2566,0.0711,0.0182,0.7423,0.3633,0.1895
59,842,8,non,0.3446,0.0861,0.0297,0.7423,0.6533,0.1833
59,842,8,circular,0.2566,0.1283,0.0329,0.7423,0.6533,0.1833
59,842,8,cylind,0.2292,0.1146,0.0263,0.7423,0.6533,0.1833
59,1154,9,non,0.3446,0.021,0.0072,0.7423,0.2708,0.1794
59,1154,9,known,0.3062,0.0186,0.0057,0.7423,0.2708,0.1794
59,1154,9,circular,0.2566,0.0156,0.004,0.7423,0.2708,0.1794
59,1154,9,flow,0.0724,0.0176,0.0013,0.7423,0.2708,0.1794
59,1154,9,boundari,0.1213,0.0738,0.0089,0.7423,0.2708,0.1794
59,1154,9,layer,0.1354,0.0659,0.0089,0.7423,0.2708,0.1794
59,1359,10,circular,0.2566,0.0983,0.0252,0.7423,0.581,0.1751
59,1359,10,cylind,0.2292,0.2194,0.0503,0.7423,0.581,0.1751
60,527,1,three,0.1138,0.0716,0.0081,0.6323,0.3534,0.5949
60,527,1,blasius,0.3489,0.2195,0.0766,0.6323,0.3534,0.5949
60,527,1,numer,0.1497,0.0314,0.0047,0.6323,0.3534,0.5949
60,527,1,problem,0.2256,0.071,0.016,0.6323,0.3534,0.5949
60,527,1,mix,0.2504,0.0525,0.0131,0.6323,0.3534,0.5949
60,527,1,point,0.083,0.0522,0.0043,0.6323,0.3534,0.5949
60,527,1,boundari,0.084,0.0704,0.0059,0.6323,0.3534,0.5949
60,527,1,condit,0.11,0.0231,0.0025,0.6323,0.3534,0.5949
60,527,1,method,0.0865,0.0181,0.0016,0.6323,0.3534,0.5949
60,321,2,three,0.1138,0.0239,0.0027,0.6323,0.3898,0.4316
60,321,2,blasius,0.3489,0.1463,0.0511,0.6323,0.3898,0.4316
60,321,2,numer,0.1497,0.0942,0.0141,0.6323,0.3898,0.4316
60,321,2,problem,0.2256,0.0473,0.0107,0.6323,0.3898,0.4316
60,321,2,mix,0.2504,0.0525,0.0131,0.6323,0.3898,0.4316
60,321,2,point,0.083,0.0348,0.0029,0.6323,0.3898,0.4316
60,321,2,boundari,0.084,0.0352,0.003,0.6323,0.3898,0.4316
60,321,2,condit,0.11,0.0231,0.0025,0.6323,0.3898,0.4316
60,321,2,integr,0.1734,0.0364,0.0063,0.6323,0.3898,0.4316
60,320,3,three,0.1138,0.0924,0.0105,0.6323,0.7136,0.4214
60,320,3,blasius,0.3489,0.2835,0.0989,0.6323,0.7136,0.4214
60,320,3,numer,0.1497,0.1216,0.0182,0.6323,0.7136,0.4214
60,320,3,problem,0.2256,0.1833,0.0414,0.6323,0.7136,0.4214
60,320,3,point,0.083,0.0674,0.0056,0.6323,0.7136,0.4214
60,320,3,boundari,0.084,0.0682,0.0057,0.6323,0.7136,0.4214
60,320,3,condit,0.11,0.0894,0.0098,0.6323,0.7136,0.4214
60,322,4,three,0.1138,0.0493,0.0056,0.6323,0.4825,0.3596
60,322,4,blasius,0.3489,0.1512,0.0528,0.6323,0.4825,0.3596
60,322,4,numer,0.1497,0.0649,0.0097,0.6323,0.4825,0.3596
60,322,4,problem,0.2256,0.0489,0.011,0.6323,0.4825,0.3596
60,322,4,point,0.083,0.036,0.003,0.6323,0.4825,0.3596
60,322,4,boundari,0.084,0.0728,0.0061,0.6323,0.4825,0.3596
60,322,4,condit,0.11,0.0477,0.0052,0.6323,0.4825,0.3596
60,322,4,integr,0.1734,0.0751,0.013,0.6323,0.4825,0.3596
60,322,4,method,0.0865,0.0375,0.0032,0.6323,0.4825,0.3596
60,107,5,blasius,0.3489,0.084,0.0293,0.6323,0.4988,0.3144
60,107,5,problem,0.2256,0.0272,0.0061,0.6323,0.4988,0.3144
60,107,5,mix,0.2504,0.1808,0.0453,0.6323,0.4988,0.3144
60,107,5,boundari,0.084,0.0809,0.0068,0.6323,0.4988,0.3144
60,107,5,condit,0.11,0.1059,0.0117,0.6323,0.4988,0.3144
60,350,6,problem,0.2256,0.115,0.026,0.6323,0.6969,0.2765
60,350,6,mix,0.2504,0.383,0.0959,0.6323,0.6969,0.2765
60,11,7,problem,0.2256,0.0481,0.0108,0.6323,0.4745,0.2435
60,11,7,mix,0.2504,0.2135,0.0535,0.6323,0.4745,0.2435
60,11,7,practic,0.203,0.0433,0.0088,0.6323,0.4745,0.2435
60,960,8,mix,0.2504,0.2537,0.0635,0.6323,0.454,0.2431
60,960,8,boundari,0.084,0.0142,0.0012,0.6323,0.454,0.2431
60,960,8,integr,0.1734,0.0293,0.0051,0.6323,0.454,0.2431
60,476,9,three,0.1138,0.0432,0.0049,0.6323,0.4893,0.2167
60,476,9,blasius,0.3489,0.1324,0.0462,0.6323,0.4893,0.2167
60,476,9,problem,0.2256,0.0107,0.0024,0.6323,0.4893,0.2167
60,476,9,point,0.083,0.0157,0.0013,0.6323,0.4893,0.2167
60,476,9,boundari,0.084,0.0159,0.0013,0.6323,0.4893,0.2167
60,476,9,condit,0.11,0.0209,0.0023,0.6323,0.4893,0.2167
60,476,9,integr,0.1734,0.0494,0.0086,0.6323,0.4893,0.2167
60,243,10,mix,0.2504,0.313,0.0784,0.6323,0.575,0.2155
61,564,1,exist,0.2482,0.0153,0.0038,0.7854,0.3499,0.4769
61,564,1,local,0.2416,0.0447,0.0108,0.7854,0.3499,0.4769
61,564,1,cylind,0.2062,0.0637,0.0131,0.7854,0.3499,0.4769
61,564,1,heat,0.1521,0.1033,0.0157,0.7854,0.3499,0.4769
61,564,1,transfer,0.1907,0.1177,0.0224,0.7854,0.3499,0.4769
61,564,1,yaw,0.3633,0.1794,0.0652,0.7854,0.3499,0.4769
61,566,2,local,0.2416,0.0871,0.021,0.7854,0.3489,0.4236
61,566,2,cylind,0.2062,0.0743,0.0153,0.7854,0.3489,0.4236
61,566,2,heat,0.1521,0.0822,0.0125,0.7854,0.3489,0.4236
61,566,2,transfer,0.1907,0.1031,0.0197,0.7854,0.3489,0.4236
61,566,2,yaw,0.3633,0.1309,0.0476,0.7854,0.3489,0.4236
61,1213,3,local,0.2416,0.0343,0.0083,0.7854,0.397,0.4215
61,1213,3,heat,0.1521,0.0755,0.0115,0.7854,0.397,0.4215
61,1213,3,transfer,0.1907,0.0947,0.018,0.7854,0.397,0.4215
61,1213,3,yaw,0.3633,0.2577,0.0936,0.7854,0.397,0.4215
