Term,DF,IDF_BM25,Max_TF,Max_BM25_Score
threefiv,1,6.8395,1,7.4162
bulent,1,6.8395,1,6.3748
stimulus,1,6.8395,1,7.1252
imprimeri,1,6.8395,1,4.3193
effus,1,6.8395,1,4.3193
annex,1,6.8395,1,4.3193
poudr,1,6.8395,1,4.3193
des,1,6.8395,1,4.3193
memori,1,6.8395,1,4.3193
pari,1,6.8395,2,7.1364
thesi,1,6.8395,1,4.3193
doctor,1,6.8395,1,4.3193
parietal,1,6.8395,1,4.3193
linject,1,6.8395,1,4.3193
letud,1,6.8395,1,4.3193
berger,1,6.8395,1,4.3193
overlook,1,6.8395,1,4.3193
overstat,1,6.8395,1,4.3193
quiet,1,6.8395,1,6.1586
fat,1,6.8395,1,6.1586
muffler,1,6.8395,3,11.5452
inop,1,6.8395,2,8.9546
billow,1,6.8395,4,14.2323
ludweig,1,6.8395,1,6.743
ludwieg,1,6.8395,1,6.743
deepest,1,6.8395,2,8.6926
price,1,6.8395,1,7.6237
10g,1,6.8395,1,5.9135
rectilinear,1,6.8395,1,5.6674
65a004,1,6.8395,1,5.7674
stipul,1,6.8395,1,7.284
sweptw,1,6.8395,1,8.1159
kussner,1,6.8395,2,9.0288
chu,1,6.8395,1,5.9566
hickstwo,1,6.8395,1,5.9566
atwo,1,6.8395,1,7.45
azeroon,1,6.8395,1,7.45
azeroonetwo,1,6.8395,1,7.45
injector,1,6.8395,2,10.1189
gascous,1,6.8395,1,6.7153
ejector,1,6.8395,1,6.7153
suck,1,6.8395,2,8.0109
ltd,1,6.8395,1,4.977
handley,1,6.8395,1,4.977
throttl,1,6.8395,2,8.0109
protuber,1,6.8395,1,6.6878
pimpl,1,6.8395,2,10.0877
clay,1,6.8395,1,6.6878
china,1,6.8395,1,6.6878
unfavour,1,6.8395,1,8.0361
altogeth,1,6.8395,1,5.9349
unitari,1,6.8395,1,4.586
ramp,1,6.8395,2,8.1305
unorthodox,1,6.8395,1,5.2827
thing,1,6.8395,1,5.0697
thermopropuls,1,6.8395,1,5.2827
unrestrict,1,6.8395,1,5.2827
exot,1,6.8395,1,5.2827
grand,1,6.8395,1,5.2827
peopl,1,6.8395,1,6.1355
think,1,6.8395,1,6.1355
fed,1,6.8395,2,9.4463
breguet,1,6.8395,1,7.9193
debat,1,6.8395,1,7.9193
ofr,1,6.8395,1,8.0361
carrier,1,6.8395,4,11.6878
warhead,1,6.8395,1,5.1495
superaerodynam,1,6.8395,1,5.1495
lengthen,1,6.8395,1,6.3254
czero,1,6.8395,1,6.0671
yzero,1,6.8395,1,6.0671
globul,1,6.8395,2,12.4746
oseenss,1,6.8395,1,8.9614
osoen,1,6.8395,1,8.3652
provok,1,6.8395,1,8.8642
agenc,1,6.8395,1,8.8642
interdepend,1,6.8395,1,6.3011
yeild,1,6.8395,1,6.3011
thwait,1,6.8395,2,9.6413
warp,1,6.8395,1,7.1879
rand,1,6.8395,1,7.8058
momentand,1,6.8395,1,7.8058
dispar,1,6.8395,1,8.5849
supplort,1,6.8395,1,9.4813
resili,1,6.8395,1,5.9349
sketchi,1,6.8395,1,5.441
sommerfeld,1,6.8395,1,5.441
orr,1,6.8395,1,5.441
reichardt,1,6.8395,1,4.9922
origint,1,6.8395,1,5.7878
climin,1,6.8395,1,8.7223
halstead,1,6.8395,1,9.4266
fort,1,6.8395,1,9.4266
spindl,1,6.8395,1,6.4249
bullet,1,6.8395,1,6.4249
wendt,1,6.8395,1,6.9142
hantzsch,1,6.8395,1,6.9142
hinder,1,6.8395,1,8.7223
world,1,6.8395,1,8.7223
decad,1,6.8395,1,8.9126
sheath,1,6.8395,1,7.1564
deionize,1,6.8395,1,7.1564
deplet,1,6.8395,1,6.0897
shuffl,1,6.8395,2,9.392
nitric,1,6.8395,4,12.8857
user,1,6.8395,1,6.5276
l57l10,1,6.8395,1,5.9349
impair,1,6.8395,1,5.441
monopol,1,6.8395,1,5.6284
doppler,1,6.8395,1,5.6284
octav,1,6.8395,1,5.6284
cyclessect,1,6.8395,1,5.6284
sobson,1,6.8395,1,5.5708
inconclus,1,6.8395,1,8.3226
emphasis,1,6.8395,1,5.441
shyperson,1,6.8395,1,7.8811
tubul,1,6.8395,1,7.0636
postpon,1,6.8395,1,5.441
bagley,1,6.8395,1,7.7687
unpublish,1,6.8395,1,7.7687
slr,1,6.8395,1,8.4956
coat,1,6.8395,1,5.441
inspir,1,6.8395,1,5.1334
tribut,1,6.8395,1,5.1334
finest,1,6.8395,1,5.1334
hopf,1,6.8395,1,5.1334
burgerss,1,6.8395,2,8.2122
geoffrey,1,6.8395,2,8.2122
sir,1,6.8395,2,8.2122
6000degreek,1,6.8395,1,5.6478
flash,1,6.8395,1,8.4956
reference6,1,6.8395,1,8.4956
3000degreek,1,6.8395,1,8.4956
1400degreek,1,6.8395,1,8.4956
3600degreek,1,6.8395,1,6.0003
sight,1,6.8395,1,3.1897
blue,1,6.8395,1,6.0003
indium,1,6.8395,1,6.0003
disequilibrium,1,6.8395,1,6.0003
20degreec,1,6.8395,1,6.0003
bright,1,6.8395,1,6.0003
interpos,1,6.8395,1,6.0003
mirror,1,6.8395,1,6.0003
spectrograph,1,6.8395,1,6.0003
oscillograph,1,6.8395,2,9.2853
6in,1,6.8395,1,6.885
roger,1,6.8395,1,7.7687
eighteen000k,1,6.8395,1,8.7691
industri,1,6.8395,1,7.7687
strang,1,6.8395,1,5.2827
outweight,1,6.8395,1,5.2827
easier,1,6.8395,1,5.4959
leess,1,6.8395,2,9.8743
suffix,1,6.8395,1,4.6249
ailcron,1,6.8395,1,4.6249
shank,1,6.8395,1,5.0854
lip,1,6.8395,1,5.0854
spinner,1,6.8395,13,16.6351
lotz,1,6.8395,1,6.9435
verfi,1,6.8395,1,4.3193
analytici,1,6.8395,1,4.3193
rearrang,1,6.8395,1,6.9435
thoma,1,6.8395,1,6.9435
numger,1,6.8395,1,5.8291
anh,1,6.8395,1,5.8291
incident,1,6.8395,1,5.054
tnis,1,6.8395,1,5.054
classificaiton,1,6.8395,1,5.054
sizeabl,1,6.8395,1,6.5801
inasmuch,1,6.8395,1,6.5801
concoct,1,6.8395,1,4.9171
xenon,1,6.8395,1,4.9171
krypton,1,6.8395,1,4.9171
nonflamm,1,6.8395,1,4.9171
nontox,1,6.8395,1,4.9171
toxic,1,6.8395,1,4.9171
utia,1,6.8395,1,7.1879
wheel,1,6.8395,2,11.388
e53h25,1,6.8395,1,5.054
interchang,1,6.8395,1,4.8731
enlighten,1,6.8395,1,5.8084
goal,1,6.8395,1,5.8084
libbi,1,6.8395,1,6.3011
tenon,1,6.8395,1,6.5016
shelter,1,6.8395,2,7.9524
md1,1,6.8395,1,6.5016
correlogram,1,6.8395,1,5.4959
mum,1,6.8395,1,5.4959
diam,1,6.8395,1,5.4959
ineffici,1,6.8395,1,5.4774
l5d20,1,6.8395,1,5.4774
acr,1,6.8395,1,5.4774
overrid,1,6.8395,1,5.2657
2x10,1,6.8395,1,6.9142
therefrom,1,6.8395,1,4.9024
lever,1,6.8395,1,4.9024
harri,1,6.8395,1,4.9024
studiesdash,1,6.8395,1,9.2141
provision,1,6.8395,1,5.707
underneath,1,6.8395,1,5.707
anisotropi,1,6.8395,1,7.6595
ohm,1,6.8395,1,7.6595
inboard,1,6.8395,1,4.9171
quarterchord,1,6.8395,1,4.9171
64a010,1,6.8395,1,4.9171
certainti,1,6.8395,1,6.3254
airload,1,6.8395,2,8.1916
monograph,1,6.8395,1,5.1173
airscrew,1,6.8395,1,5.1173
inerti,1,6.8395,1,5.1173
stratagem,1,6.8395,1,6.2769
actur,1,6.8395,1,6.2769
avalu,1,6.8395,1,6.7153
plung,1,6.8395,1,6.7153
hardwar,1,6.8395,1,6.5016
vital,1,6.8395,1,5.8084
afterflow,1,6.8395,2,9.1552
compani,1,6.8395,1,7.3495
hirschfeld,1,6.8395,1,5.6871
frictionless,1,6.8395,1,6.7153
occupi,1,6.8395,1,5.6284
blasiuss,1,6.8395,1,6.9732
steepest,1,6.8395,1,6.9732
spillag,1,6.8395,1,5.8921
100x10,1,6.8395,1,6.9142
nomograph,1,6.8395,1,7.6955
bang,1,6.8395,1,7.9193
airborn,1,6.8395,1,7.9193
wherev,1,6.8395,1,4.4608
aeroelastician,1,6.8395,1,4.4608
twothre,1,6.8395,1,8.4517
ing,1,6.8395,1,8.4517
fralich,1,6.8395,1,7.9968
recover,1,6.8395,1,7.0636
hoshizaki,1,6.8395,1,7.0636
intuit,1,6.8395,1,5.2998
determinant,1,6.8395,2,8.4238
aeolotrop,1,6.8395,1,5.2998
delin,1,6.8395,1,6.0671
reformul,1,6.8395,1,6.8275
cheski,1,6.8395,1,7.3827
hurd,1,6.8395,1,7.3827
y2,1,6.8395,2,10.931
y1,1,6.8395,1,7.45
regist,1,6.8395,1,8.4082
midway,1,6.8395,1,6.2054
financi,1,6.8395,1,6.6878
const,1,6.8395,1,6.8562
assert,1,6.8395,1,6.7153
superpos,1,6.8395,1,6.0224
ninth,1,6.8395,1,6.0224
egger,1,6.8395,1,5.0229
eucken,1,6.8395,2,8.9058
amongst,1,6.8395,1,6.6878
slighlti,1,6.8395,1,4.1652
inexpens,1,6.8395,1,4.1652
uncorrect,1,6.8395,1,4.1652
appraoch,1,6.8395,1,4.1652
univer,1,6.8395,1,4.1652
schoenherr,1,6.8395,2,6.9247
kempf,1,6.8395,1,4.1652
grunow,1,6.8395,1,4.1652
schultz,1,6.8395,1,4.1652
obtainec,1,6.8395,1,4.1652
sanger,1,6.8395,1,5.0229
allen,1,6.8395,1,5.0229
quotat,1,6.8395,1,5.8921
introdur,1,6.8395,1,5.0229
centric,1,6.8395,1,4.263
planeto,1,6.8395,1,4.263
heliocentr,1,6.8395,1,4.263
titan,1,6.8395,2,7.0593
supercircular,1,6.8395,3,9.0348
retroveloc,1,6.8395,1,6.1819
misalin,1,6.8395,3,11.5724
riolat,1,6.8395,1,4.5989
mone,1,6.8395,3,9.5263
valued,1,6.8395,1,6.0447
weitbrecht,1,6.8395,1,5.8921
trochoid,1,6.8395,1,5.8921
notion,1,6.8395,1,8.4956
grasshof,1,6.8395,1,9.0109
tradit,1,6.8395,1,7.7687
worsen,1,6.8395,1,4.082
chain,1,6.8395,1,5.9349
onem,1,6.8395,1,5.0384
numberschmidt,1,6.8395,1,4.8299
sign,1,6.8395,1,5.0384
preval,1,6.8395,1,6.8562
dictat,1,6.8395,1,6.8562
shorter,1,6.8395,1,6.0671
t3,1,6.8395,1,6.0671
throw,1,6.8395,1,7.9193
pod,1,6.8395,1,7.8433
airlin,1,6.8395,1,7.8433
assur,1,6.8395,1,7.1564
convict,1,6.8395,1,7.1564
poind,1,6.8395,1,6.9435
endeavour,1,6.8395,1,7.1564
wxi,1,6.8395,1,6.1819
schwarz,1,6.8395,1,6.1819
bent,1,6.8395,1,6.4249
transcendent,1,6.8395,1,7.4162
twoer,1,6.8395,1,7.8058
zero195etr,1,6.8395,1,8.3652
america,1,6.8395,1,5.9784
coundari,1,6.8395,1,8.1564
belief,1,6.8395,1,5.2657
unten,1,6.8395,1,5.2657
1103a,1,6.8395,1,7.4162
propound,1,6.8395,1,6.4249
muller,1,6.8395,1,7.4162
laplacian,1,6.8395,1,8.2386
bisector,1,6.8395,1,8.4956
connexion,1,6.8395,1,6.5801
weinstein,1,6.8395,1,6.5801
semicircl,1,6.8395,1,6.5801
eye,1,6.8395,1,7.1564
spacewis,1,6.8395,1,7.5533
loudspeak,1,6.8395,1,6.9435
accident,1,6.8395,1,7.8811
franc,1,6.8395,2,10.8225
ampl,1,6.8395,1,4.5604
rpm,1,6.8395,2,7.4622
40degre,1,6.8395,2,7.4622
12degre,1,6.8395,1,4.5604
unimport,1,6.8395,1,7.4841
unif,1,6.8395,1,7.9968
cosmonaut,1,6.8395,1,7.3495
nine5degre,1,6.8395,2,9.8743
untrim,1,6.8395,1,4.8587
unfold,1,6.8395,2,10.4089
100degre,1,6.8395,1,6.9732
sandpap,1,6.8395,1,5.441
49degre,1,6.8395,1,5.871
onera,1,6.8395,2,10.8225
forefront,1,6.8395,1,7.3495
strouhal,1,6.8395,1,3.6208
resourc,1,6.8395,1,7.3495
cps,1,6.8395,2,6.1554
marin,1,6.8395,2,11.0418
uni,1,6.8395,1,6.4758
massachusett,1,6.8395,1,6.7153
commenc,1,6.8395,1,6.7153
librat,1,6.8395,1,6.7153
mind,1,6.8395,1,7.3495
news,1,6.8395,1,7.3495
illustri,1,6.8395,1,7.3495
akin,1,6.8395,1,7.3495
circumlunar,1,6.8395,1,7.3495
abund,1,6.8395,1,7.3495
aerocosmonaut,1,6.8395,1,7.3495
denomin,1,6.8395,1,7.3495
michielsen,1,6.8395,1,7.8058
leggett,1,6.8395,1,7.8058
dvl,1,6.8395,1,7.4841
precess,1,6.8395,2,9.5568
buoyanc,1,6.8395,1,6.5537
tailless,1,6.8395,1,7.1879
63a4xx,1,6.8395,1,7.3166
63a2xx,1,6.8395,1,7.3166
bump,1,6.8395,2,10.7867
backup,1,6.8395,1,6.229
imaginari,1,6.8395,1,6.3254
linder,1,6.8395,1,6.5276
xsix,1,6.8395,1,9.1113
rlx,1,6.8395,1,9.1113
quantum,1,6.8395,1,9.1113
astrophys,1,6.8395,1,9.1113
longest,1,6.8395,1,6.9732
dodecagon,1,6.8395,2,12.3334
hasimoto,1,6.8395,1,7.284
onto,1,6.8395,1,7.0332
rube,1,6.8395,1,4.8731
kuchemann,1,6.8395,1,4.082
avro,1,6.8395,1,4.082
blown,1,6.8395,1,4.082
knee,1,6.8395,1,4.082
slew,1,6.8395,1,4.082
55degre,1,6.8395,1,4.082
wingbodi,1,6.8395,1,4.082
circuitri,1,6.8395,1,6.0897
twoeuler,1,6.8395,1,7.0332
15x10,1,6.8395,1,6.4758
finish,1,6.8395,1,6.4758
ovalu,1,6.8395,1,8.3226
entrant,1,6.8395,1,5.9135
atlarg,1,6.8395,1,5.9135
batchelor,1,6.8395,1,5.9135
noninject,1,6.8395,1,4.8731
nonperm,1,6.8395,1,4.8731
rsult,1,6.8395,1,7.4841
zero8a,1,6.8395,1,7.2516
pessimist,1,6.8395,1,6.9142
anov,1,6.8395,1,6.9142
klein,1,6.8395,3,12.3914
sophist,1,6.8395,1,5.5331
branchlin,1,6.8395,1,8.4517
powerpl,1,6.8395,1,7.9578
onefa,1,6.8395,1,7.2516
noteworthi,1,6.8395,1,4.9922
1fa,1,6.8395,1,7.2516
canard,1,6.8395,1,7.6237
gyrat,1,6.8395,1,7.6237
bodt,1,6.8395,1,7.6237
efflux,1,6.8395,1,7.5185
massbal,1,6.8395,1,7.5185
fournin,1,6.8395,1,6.885
unduli,1,6.8395,1,6.1819
micron,1,6.8395,1,4.8731
unpow,1,6.8395,2,7.6724
mag,1,6.8395,1,7.9968
philo,1,6.8395,1,7.9968
raleigh,1,6.8395,3,13.4817
janzen,1,6.8395,1,7.8433
offset,1,6.8395,1,4.7184
senior,1,6.8395,1,4.7184
cater,1,6.8395,1,5.5144
beyween,1,6.8395,1,6.6335
context,1,6.8395,1,5.5144
endur,1,6.8395,4,12.2118
riccati,1,6.8395,1,5.5144
yarymovych,1,6.8395,1,6.7991
beat,1,6.8395,1,6.7991
slosh,1,6.8395,1,6.7991
duce,1,6.8395,1,5.871
palt,1,6.8395,1,9.2141
99degre,1,6.8395,3,11.2023
uncertain,1,6.8395,1,4.9469
gather,1,6.8395,1,7.0942
antielast,1,6.8395,1,6.4758
gridwork,1,6.8395,1,6.4758
bernoulli,1,6.8395,1,6.4758
massbalanc,1,6.8395,1,7.3495
kempner,1,6.8395,1,8.7691
consier,1,6.8395,1,4.9469
polycrystallin,1,6.8395,1,7.8811
rib,1,6.8395,2,7.9718
deisgn,1,6.8395,1,4.9469
iron,1,6.8395,1,6.4758
board,1,6.8395,2,7.9718
dicsov,1,6.8395,1,4.9469
lectur,1,6.8395,2,7.9718
equicohes,1,6.8395,1,7.8811
prime,1,6.8395,1,7.0942
potter,1,6.8395,2,11.1549
saunder,1,6.8395,2,9.1552
convolut,1,6.8395,1,7.4162
person,1,6.8395,1,5.8921
n1,1,6.8395,2,9.1552
crook,1,6.8395,1,6.5276
roe,1,6.8395,2,9.1552
eab,1,6.8395,1,6.5276
75s,1,6.8395,1,6.5276
woven,1,6.8395,1,5.4959
craft,1,6.8395,2,9.1552
servic,1,6.8395,1,5.8921
maritim,1,6.8395,3,11.2279
equilater,1,6.8395,1,8.1973
prismat,1,6.8395,1,8.1973
align,1,6.8395,1,5.4959
tne,1,6.8395,1,4.9469
butler,1,6.8395,2,11.1549
rone,1,6.8395,1,7.6955
colder,1,6.8395,1,6.0224
underexpans,1,6.8395,1,6.7991
overexpans,1,6.8395,1,6.7991
mound,1,6.8395,2,8.8816
multicompon,1,6.8395,1,6.0224
dufour,1,6.8395,1,6.0224
soret,1,6.8395,1,6.0224
warmer,1,6.8395,1,6.0224
genuin,1,6.8395,1,6.7991
spontan,1,6.8395,1,6.0224
migrat,1,6.8395,1,6.0224
supposit,1,6.8395,1,5.5519
exampleat,1,6.8395,1,5.5519
declin,1,6.8395,1,5.5519
errorssdof,1,6.8395,1,5.5519
nongyroscop,1,6.8395,1,7.8811
influenti,1,6.8395,1,6.7991
transcend,1,6.8395,2,11.8849
koneth,1,6.8395,1,8.4956
painlev,1,6.8395,1,8.3652
arrest,1,6.8395,1,8.3652
extinct,1,6.8395,2,11.1549
premix,1,6.8395,1,7.6595
combut,1,6.8395,1,6.2769
heimel,1,6.8395,1,7.6595
wone,1,6.8395,1,6.7709
absent,1,6.8395,1,6.1125
yone,1,6.8395,1,6.7709
trefftz,1,6.8395,1,7.9193
przero,1,6.8395,1,6.7709
wzero,1,6.8395,1,6.7709
ramet,1,6.8395,1,6.7709
talbot,1,6.8395,1,6.7709
japan,1,6.8395,1,7.6955
imai,1,6.8395,1,7.6955
notabl,1,6.8395,1,8.3226
1degre,1,6.8395,1,5.4229
sibulkin,1,6.8395,1,5.232
wanlass,1,6.8395,1,5.232
stine,1,6.8395,1,5.232
zero14x10,1,6.8395,1,5.232
nonisotherm,1,6.8395,1,5.232
85degre,1,6.8395,1,5.4229
bevel,1,6.8395,1,5.727
investigaion,1,6.8395,1,7.5533
andabrespect,1,6.8395,1,9.3191
occurspast,1,6.8395,1,5.441
flowin,1,6.8395,1,5.441
anti,1,6.8395,2,9.9951
uxysgn,1,6.8395,1,6.6067
isochron,1,6.8395,1,5.727
capsul,1,6.8395,1,7.2196
librov,1,6.8395,1,7.3495
t4,1,6.8395,1,5.727
noncirculatori,1,6.8395,1,5.3171
som,1,6.8395,1,8.3226
nonsingular,1,6.8395,1,6.0003
allmov,1,6.8395,1,4.732
concret,1,6.8395,1,7.1564
birnbaum,1,6.8395,1,8.3652
acquisit,1,6.8395,1,5.3171
pitchingmo,1,6.8395,1,7.6595
hydrocarbon,1,6.8395,3,12.8459
divers,1,6.8395,1,6.0897
crest,1,6.8395,2,9.392
ensu,1,6.8395,1,5.609
sharpedg,1,6.8395,1,7.2196
200degre,1,6.8395,1,7.3495
compound,1,6.8395,1,7.3495
24s,1,6.8395,1,5.727
uxyi,1,6.8395,1,6.6067
rapidlyfreez,1,6.8395,1,6.0671
whitehead,1,6.8395,1,5.3872
ting,1,6.8395,1,7.8433
classifi,1,6.8395,1,5.6478
adjoin,1,6.8395,1,7.6595
foreknowledg,1,6.8395,1,4.1652
two3x10,1,6.8395,1,4.1652
zero6x10,1,6.8395,1,4.1652
oven,1,6.8395,1,8.6302
recur,1,6.8395,1,8.7223
2p,1,6.8395,1,7.45
unretard,1,6.8395,1,7.45
entireti,1,6.8395,1,5.8291
mtwo,1,6.8395,1,7.8811
interferogram,1,6.8395,1,7.8811
suddenfreezingof,1,6.8395,1,6.0671
caplan,1,6.8395,1,8.2804
one6x10,1,6.8395,1,7.3495
edgesto,1,6.8395,1,6.6067
chartsfigson,1,6.8395,1,5.5331
wingwith,1,6.8395,1,6.6067
most,1,6.8395,1,6.743
endplat,1,6.8395,2,11.7567
fivesect,1,6.8395,1,5.5331
proposit,1,6.8395,1,5.5331
sixit,1,6.8395,1,5.5331
predigest,1,6.8395,1,5.5331
three2x10,1,6.8395,1,7.3495
three9x10,1,6.8395,1,5.1013
one3x10,1,6.8395,1,5.1013
counteract,1,6.8395,1,4.263
parasol,1,6.8395,1,4.263
octagon,1,6.8395,1,8.54
centerbut,1,6.8395,1,7.3495
707a,1,6.8395,1,4.082
task,1,6.8395,1,4.082
airit,1,6.8395,1,5.5519
phugoid,1,6.8395,1,4.082
vlasov,1,6.8395,1,8.7223
occasion,1,6.8395,1,5.9349
unsymmetr,1,6.8395,1,7.0332
proposel,1,6.8395,1,4.3193
duralumin,1,6.8395,1,4.3193
mild,1,6.8395,1,4.3193
cylinder,1,6.8395,1,7.3166
a52b06,1,6.8395,1,6.0671
a51j04,1,6.8395,1,6.0671
unbank,1,6.8395,1,6.0671
psycholog,1,6.8395,1,5.9349
physiolog,1,6.8395,1,5.9349
a50f06,1,6.8395,1,6.9142
passeng,1,6.8395,1,5.9349
crew,1,6.8395,1,5.9349
prikl,1,6.8395,1,8.7223
meh,1,6.8395,1,8.7223
preponder,1,6.8395,1,5.9349
drosophila,1,6.8395,1,5.4774
asid,1,6.8395,1,8.0758
magnetoga,1,6.8395,1,8.0758
temp,1,6.8395,1,8.0758
synthesi,1,6.8395,1,7.7319
mistak,1,6.8395,1,6.1819
housefli,1,6.8395,1,5.4774
roughen,1,6.8395,2,8.6466
eighton,1,6.8395,1,8.7223
lap,1,6.8395,1,5.4774
rivet,1,6.8395,1,5.4774
unbalanc,1,6.8395,1,5.9349
mainten,1,6.8395,1,5.4774
insect,1,6.8395,2,8.6466
placement,1,6.8395,1,8.7223
tang,1,6.8395,1,6.9142
katzen,1,6.8395,1,6.9142
nielsen,1,6.8395,1,6.9142
dramat,1,6.8395,1,6.6335
caravell,1,6.8395,1,7.9193
stonecyph,1,6.8395,1,7.0031
confid,1,6.8395,1,9.1113
malfunct,1,6.8395,1,6.6335
spectacular,1,6.8395,1,6.6335
pose,1,6.8395,1,6.6335
firm,1,6.8395,1,6.6335
defi,1,6.8395,1,6.6878
hash,1,6.8395,1,6.6335
exagger,1,6.8395,1,6.6335
stochast,1,6.8395,1,6.6335
conicaldash,1,6.8395,1,6.0003
studieddash,1,6.8395,1,6.0003
request,1,6.8395,2,9.2853
bare,1,6.8395,1,6.743
tractabl,1,6.8395,1,6.6878
munk,1,6.8395,1,6.5537
easiest,1,6.8395,1,5.232
subroutin,1,6.8395,1,6.0447
organ,1,6.8395,1,6.0447
desk,1,6.8395,1,6.0447
urgent,1,6.8395,1,6.0447
recognis,1,6.8395,1,5.232
broke,1,6.8395,1,5.232
heav,1,6.8395,1,5.232
preclud,1,6.8395,2,10.0877
conidt,1,6.8395,1,8.3652
pin,1,6.8395,1,8.3652
forcibl,1,6.8395,1,8.3652
ban,1,6.8395,1,6.6878
beg,1,6.8395,1,6.6878
premis,1,6.8395,1,6.6878
tan,1,6.8395,1,8.0758
zeroth,1,6.8395,1,4.1759
kirk,1,6.8395,1,8.2386
copper,1,6.8395,1,6.9732
turbomachin,1,6.8395,1,5.6284
turbo,1,6.8395,1,5.6284
redesign,1,6.8395,1,4.5101
deffer,1,6.8395,1,8.3652
ft1eight,1,6.8395,1,8.3652
molybdenum,1,6.8395,1,6.9732
yeh,1,6.8395,1,7.7319
splitter,1,6.8395,7,15.4958
kay,1,6.8395,1,7.7319
diversifi,1,6.8395,1,6.229
ordnanc,1,6.8395,1,7.1252
inafinit,1,6.8395,1,8.8164
requenc,1,6.8395,1,4.0922
uhf,1,6.8395,1,4.0922
prewhirl,1,6.8395,1,8.2386
impart,1,6.8395,1,6.2769
swallow,1,6.8395,1,4.0922
prolat,1,6.8395,2,8.9792
retrorocket,1,6.8395,6,15.0946
retrocket,1,6.8395,1,6.5016
zero15x106,1,6.8395,1,5.871
180degre,1,6.8395,1,5.871
hous,1,6.8395,2,9.1297
gardless,1,6.8395,1,4.932
england,1,6.8395,1,5.3695
late,1,6.8395,1,5.3695
simmon,1,6.8395,1,5.3695
townend,1,6.8395,1,5.3695
fage,1,6.8395,1,5.3695
windstream,1,6.8395,1,5.3695
tri,1,6.8395,1,5.3695
friedman,1,6.8395,1,5.3695
spite,1,6.8395,1,4.0922
coalesc,1,6.8395,1,4.0922
transduc,1,6.8395,1,7.3827
herrmann,1,6.8395,1,9.0109
reanalyz,1,6.8395,1,5.7878
bellevill,1,6.8395,1,8.1564
wich,1,6.8395,1,7.4841
closur,1,6.8395,1,8.54
nonconcurr,1,6.8395,1,8.54
mismatch,1,6.8395,1,8.54
shesterikov,1,6.8395,1,8.1159
rogh,1,6.8395,1,5.7878
rabotnov,1,6.8395,1,8.1159
gerard,1,6.8395,2,11.6312
torda,1,6.8395,1,8.0361
hyper,1,6.8395,1,7.3166
two25x10,1,6.8395,1,4.7048
decompos,1,6.8395,1,7.3827
reanalysi,1,6.8395,1,5.7878
bornel,1,6.8395,1,6.7991
eightyzero,1,6.8395,1,4.0922
magnetogasdynam,1,6.8395,1,7.3166
planck,1,6.8395,1,6.5276
berthelot,1,6.8395,1,6.5276
arrow,1,6.8395,1,6.8275
bonus,1,6.8395,1,8.2386
sail,1,6.8395,1,6.6335
magnetofluidmechan,1,6.8395,1,7.3166
untest,1,6.8395,1,7.1252
kernal,1,6.8395,1,6.7991
tional,1,6.8395,1,7.1252
venturi,1,6.8395,1,7.1252
solidif,1,6.8395,1,4.4008
meteorit,1,6.8395,1,4.4008
stoni,1,6.8395,1,4.4008
mitig,1,6.8395,1,4.4008
undertook,1,6.8395,1,6.0003
iowa,1,6.8395,1,6.0003
council,1,6.8395,1,8.1159
contradict,1,6.8395,2,8.9301
over,1,6.8395,1,6.0224
impress,1,6.8395,1,6.0224
uneven,1,6.8395,1,6.1819
turbanc,1,6.8395,1,6.1819
engess,1,6.8395,1,8.676
allud,1,6.8395,1,5.707
legitim,1,6.8395,1,5.707
dome,1,6.8395,7,14.3852
polyaxi,1,6.8395,2,8.9301
nonexist,1,6.8395,1,5.707
hamper,1,6.8395,1,5.707
corollari,1,6.8395,1,4.7048
nondecompos,1,6.8395,1,4.7048
opaqu,1,6.8395,2,7.6545
unavoid,1,6.8395,1,6.0224
surpass,1,6.8395,1,5.1495
budianski,1,6.8395,1,8.1159
terrestri,1,6.8395,1,4.8731
wont,1,6.8395,1,9.5367
stoker,1,6.8395,1,6.5537
chien,1,6.8395,1,6.5537
be,1,6.8395,1,4.8731
juli,1,6.8395,1,4.8731
hazard,1,6.8395,1,4.8731
mev,1,6.8395,1,4.8731
twothreefour,1,6.8395,1,6.229
igc,1,6.8395,1,4.8731
igi,1,6.8395,1,4.8731
geophys,1,6.8395,2,7.8758
proton,1,6.8395,5,12.4952
ascrib,1,6.8395,1,6.9732
item,1,6.8395,1,6.9732
irbm,1,6.8395,3,9.6767
hencki,1,6.8395,1,7.8058
park,1,6.8395,1,9.1624
carborundum,1,6.8395,1,6.3997
granular,1,6.8395,1,4.977
roar,1,6.8395,1,3.3741
repercuss,1,6.8395,1,3.3741
aerfoil,1,6.8395,1,3.3741
hero,1,6.8395,1,3.3741
undroop,1,6.8395,1,4.7735
number500,1,6.8395,1,6.3997
spot,1,6.8395,1,4.977
number320,1,6.8395,1,6.3997
14in,1,6.8395,1,9.3726
18in,1,6.8395,1,9.3726
thicknesschord,1,6.8395,1,4.9922
warren,1,6.8395,1,4.9922
lateraldirect,1,6.8395,1,4.082
trigger,1,6.8395,1,4.977
widespread,1,6.8395,1,6.743
reuss,1,6.8395,1,7.8058
whichev,1,6.8395,1,5.1987
meant,1,6.8395,1,8.7223
prager,1,6.8395,1,8.7223
dissimilar,1,6.8395,1,5.5331
clamshel,1,6.8395,1,5.5331
