Query_ID,Doc_ID,Rank,Doc_Length,Term,TF(f),IDF_BM25,Numerator,Denominator,Term_BM25_Score
68,1205,9,125,distribut,1,1.3547,3.0,3.3693,1.2062
68,1205,9,125,cool,7,3.0629,21.0,9.3693,6.865
68,1205,9,125,hemispher,1,3.795,3.0,3.3693,3.379
68,272,10,307,cool,10,3.0629,30.0,14.6543,6.2703
68,272,10,307,hemispher,8,3.795,24.0,12.6543,7.1975
69,128,1,100,known,1,2.7507,3.0,3.0555,2.7008
69,128,1,100,asymptot,1,3.4954,3.0,3.0555,3.432
69,128,1,100,solut,1,1.2349,3.0,3.0555,1.2125
69,128,1,100,exact,1,2.4871,3.0,3.0555,2.4419
69,128,1,100,boundari,2,1.0911,6.0,4.0555,1.6143
69,128,1,100,layer,1,1.2179,3.0,3.0555,1.1958
69,128,1,100,equat,2,1.2472,6.0,4.0555,1.8453
69,111,2,59,asymptot,1,3.4954,3.0,2.5407,4.1273
69,111,2,59,solut,4,1.2349,12.0,5.5407,2.6745
69,111,2,59,boundari,3,1.0911,9.0,4.5407,2.1627
69,111,2,59,layer,3,1.2179,9.0,4.5407,2.4139
69,111,2,59,equat,4,1.2472,12.0,5.5407,2.7013
69,306,3,93,known,1,2.7507,3.0,2.9676,2.7807
69,306,3,93,regard,1,3.704,3.0,2.9676,3.7444
69,306,3,93,solut,4,1.2349,12.0,5.9676,2.4832
69,306,3,93,boundari,4,1.0911,12.0,5.9676,2.1941
69,306,3,93,layer,4,1.2179,12.0,5.9676,2.449
69,540,4,115,asymptot,1,3.4954,3.0,3.2438,3.2327
69,540,4,115,solut,4,1.2349,12.0,6.2438,2.3734
69,540,4,115,exact,1,2.4871,3.0,3.2438,2.3001
69,540,4,115,boundari,3,1.0911,9.0,5.2438,1.8727
69,540,4,115,layer,3,1.2179,9.0,5.2438,2.0902
69,540,4,115,equat,2,1.2472,6.0,4.2438,1.7634
69,458,5,136,known,1,2.7507,3.0,3.5074,2.3527
69,458,5,136,solut,4,1.2349,12.0,6.5074,2.2772
69,458,5,136,exact,2,2.4871,6.0,4.5074,3.3106
69,458,5,136,boundari,9,1.0911,27.0,11.5074,2.5602
69,458,5,136,layer,8,1.2179,24.0,10.5074,2.7817
69,1383,6,123,solut,4,1.2349,12.0,6.3442,2.3358
69,1383,6,123,exact,2,2.4871,6.0,4.3442,3.435
69,1383,6,123,boundari,8,1.0911,24.0,10.3442,2.5316
69,1383,6,123,layer,8,1.2179,24.0,10.3442,2.8256
69,1383,6,123,equat,2,1.2472,6.0,4.3442,1.7226
69,292,7,145,known,1,2.7507,3.0,3.6204,2.2793
69,292,7,145,solut,5,1.2349,15.0,7.6204,2.4308
69,292,7,145,exact,2,2.4871,6.0,4.6204,3.2296
69,292,7,145,boundari,3,1.0911,9.0,5.6204,1.7473
69,292,7,145,layer,3,1.2179,9.0,5.6204,1.9502
69,292,7,145,equat,1,1.2472,3.0,3.6204,1.0335
69,131,8,184,known,2,2.7507,6.0,5.1101,3.2297
69,131,8,184,solut,4,1.2349,12.0,7.1101,2.0842
69,131,8,184,exact,2,2.4871,6.0,5.1101,2.9202
69,131,8,184,boundari,2,1.0911,6.0,5.1101,1.2812
69,131,8,184,layer,1,1.2179,3.0,4.1101,0.8889
69,131,8,184,equat,4,1.2472,12.0,7.1101,2.105
69,299,9,75,asymptot,1,3.4954,3.0,2.7416,3.8249
69,299,9,75,solut,1,1.2349,3.0,2.7416,1.3513
69,299,9,75,exact,1,2.4871,3.0,2.7416,2.7215
69,299,9,75,boundari,1,1.0911,3.0,2.7416,1.194
69,299,9,75,layer,1,1.2179,3.0,2.7416,1.3327
69,299,9,75,equat,2,1.2472,6.0,3.7416,2.0001
69,365,10,108,solut,2,1.2349,6.0,4.1559,1.7829
69,365,10,108,exact,3,2.4871,9.0,5.1559,4.3413
69,365,10,108,boundari,6,1.0911,18.0,8.1559,2.4081
69,365,10,108,layer,5,1.2179,15.0,7.1559,2.5529
69,365,10,108,equat,1,1.2472,3.0,3.1559,1.1856
70,540,1,115,previous,1,2.5862,3.0,3.2438,2.3919
70,540,1,115,solut,4,1.2349,12.0,6.2438,2.3734
70,540,1,115,boundari,3,1.0911,9.0,5.2438,1.8727
70,540,1,115,layer,3,1.2179,9.0,5.2438,2.0902
70,540,1,115,similar,4,2.2244,12.0,6.2438,4.275
70,540,1,115,equat,2,1.2472,6.0,4.2438,1.7634
70,62,2,178,previous,1,2.5862,3.0,4.0347,1.923
70,62,2,178,solut,8,1.2349,24.0,11.0347,2.6858
70,62,2,178,boundari,5,1.0911,15.0,8.0347,2.0371
70,62,2,178,layer,5,1.2179,15.0,8.0347,2.2736
70,62,2,178,similar,3,2.2244,9.0,6.0347,3.3173
70,62,2,178,equat,3,1.2472,9.0,6.0347,1.8601
70,300,3,157,solut,7,1.2349,21.0,9.7711,2.654
70,300,3,157,boundari,4,1.0911,12.0,6.7711,1.9338
70,300,3,157,layer,3,1.2179,9.0,5.7711,1.8993
70,300,3,157,similar,5,2.2244,15.0,7.7711,4.2935
70,300,3,157,equat,8,1.2472,24.0,10.7711,2.7791
70,180,4,36,solut,2,1.2349,6.0,3.252,2.2784
70,180,4,36,boundari,2,1.0911,6.0,3.252,2.0132
70,180,4,36,layer,2,1.2179,6.0,3.252,2.247
70,180,4,36,similar,2,2.2244,6.0,3.252,4.104
70,180,4,36,equat,2,1.2472,6.0,3.252,2.3012
70,349,5,138,solut,3,1.2349,9.0,5.5326,2.0089
70,349,5,138,boundari,4,1.0911,12.0,6.5326,2.0044
70,349,5,138,layer,3,1.2179,9.0,5.5326,1.9811
70,349,5,138,similar,3,2.2244,9.0,5.5326,3.6184
70,349,5,138,equat,7,1.2472,21.0,9.5326,2.7477
70,1149,6,115,solut,2,1.2349,6.0,4.2438,1.7459
70,1149,6,115,boundari,8,1.0911,24.0,10.2438,2.5564
70,1149,6,115,layer,8,1.2179,24.0,10.2438,2.8533
70,1149,6,115,similar,7,2.2244,21.0,9.2438,5.0533
70,375,7,138,previous,2,2.5862,6.0,4.5326,3.4235
70,375,7,138,solut,3,1.2349,9.0,5.5326,2.0089
70,375,7,138,boundari,5,1.0911,15.0,7.5326,2.1729
70,375,7,138,layer,4,1.2179,12.0,6.5326,2.2372
70,375,7,138,equat,3,1.2472,9.0,5.5326,2.0289
70,1235,8,163,solut,2,1.2349,6.0,4.8464,1.5288
70,1235,8,163,boundari,6,1.0911,18.0,8.8464,2.2202
70,1235,8,163,layer,7,1.2179,21.0,9.8464,2.5974
70,1235,8,163,similar,2,2.2244,6.0,4.8464,2.7538
70,1235,8,163,equat,6,1.2472,18.0,8.8464,2.5378
70,527,9,62,previous,1,2.5862,3.0,2.5784,3.0091
70,527,9,62,solut,1,1.2349,3.0,2.5784,1.4368
70,527,9,62,boundari,4,1.0911,12.0,5.5784,2.3472
70,527,9,62,layer,2,1.2179,6.0,3.5784,2.042
70,527,9,62,equat,3,1.2472,9.0,4.5784,2.4518
70,104,10,65,solut,2,1.2349,6.0,3.6161,2.049
70,104,10,65,boundari,1,1.0911,3.0,2.6161,1.2513
70,104,10,65,layer,1,1.2179,3.0,2.6161,1.3966
70,104,10,65,similar,3,2.2244,9.0,4.6161,4.3369
70,104,10,65,equat,2,1.2472,6.0,3.6161,2.0695
71,540,1,115,experiment,1,1.4175,3.0,3.2438,1.3109
71,540,1,115,result,1,0.7046,3.0,3.2438,0.6517
71,540,1,115,hyperson,3,2.1062,9.0,5.2438,3.6149
71,540,1,115,viscous,4,2.4368,12.0,6.2438,4.6834
71,540,1,115,interact,4,2.7396,12.0,6.2438,5.2652
71,573,2,100,result,1,0.7046,3.0,3.0555,0.6918
71,573,2,100,hyperson,5,2.1062,15.0,7.0555,4.4778
71,573,2,100,viscous,4,2.4368,12.0,6.0555,4.829
71,573,2,100,interact,2,2.7396,6.0,4.0555,4.0532
71,305,3,93,result,1,0.7046,3.0,2.9676,0.7123
71,305,3,93,hyperson,3,2.1062,9.0,4.9676,3.8159
71,305,3,93,viscous,5,2.4368,15.0,6.9676,5.2461
71,305,3,93,interact,2,2.7396,6.0,3.9676,4.143
71,525,4,69,result,1,0.7046,3.0,2.6663,0.7928
71,525,4,69,hyperson,2,2.1062,6.0,3.6663,3.4469
71,525,4,69,viscous,2,2.4368,6.0,3.6663,3.988
71,525,4,69,interact,2,2.7396,6.0,3.6663,4.4834
71,63,5,98,result,1,0.7046,3.0,3.0304,0.6976
71,63,5,98,hyperson,1,2.1062,3.0,3.0304,2.0851
71,63,5,98,viscous,4,2.4368,12.0,6.0304,4.8491
71,63,5,98,interact,3,2.7396,9.0,5.0304,4.9015
71,572,6,252,experiment,4,1.4175,12.0,7.9638,2.1359
71,572,6,252,result,1,0.7046,3.0,4.9638,0.4259
71,572,6,252,hyperson,5,2.1062,15.0,8.9638,3.5245
71,572,6,252,viscous,2,2.4368,6.0,5.9638,2.4516
71,572,6,252,interact,3,2.7396,9.0,6.9638,3.5406
71,1253,7,59,hyperson,2,2.1062,6.0,3.5407,3.5691
71,1253,7,59,viscous,3,2.4368,9.0,4.5407,4.8299
71,1253,7,59,interact,1,2.7396,3.0,2.5407,3.2348
71,1299,8,40,result,1,0.7046,3.0,2.3022,0.9182
71,1299,8,40,hyperson,2,2.1062,6.0,3.3022,3.8269
71,1299,8,40,viscous,1,2.4368,3.0,2.3022,3.1755
71,1299,8,40,interact,1,2.7396,3.0,2.3022,3.57
71,26,9,35,hyperson,3,2.1062,9.0,4.2394,4.4713
71,26,9,35,viscous,1,2.4368,3.0,2.2394,3.2645
71,26,9,35,interact,1,2.7396,3.0,2.2394,3.6701
71,310,10,99,hyperson,1,2.1062,3.0,3.0429,2.0765
71,310,10,99,viscous,5,2.4368,15.0,7.0429,5.19
71,310,10,99,interact,2,2.7396,6.0,4.0429,4.0658
72,630,1,98,viscous,1,2.4368,3.0,3.0304,2.4124
72,630,1,98,interact,1,2.7396,3.0,3.0304,2.7121
72,630,1,98,low,2,2.2047,6.0,4.0304,3.2822
72,630,1,98,reynold,2,1.9491,6.0,4.0304,2.9017
72,630,1,98,number,3,0.7937,9.0,5.0304,1.42
72,630,1,98,flow,1,0.6512,3.0,3.0304,0.6447
72,630,1,98,high,1,1.7175,3.0,3.0304,1.7003
72,630,1,98,mach,1,1.2826,3.0,3.0304,1.2698
72,630,1,98,number,3,0.7937,9.0,5.0304,1.42
72,1395,2,64,viscous,1,2.4368,3.0,2.6035,2.8079
72,1395,2,64,interact,2,2.7396,6.0,3.6035,4.5615
72,1395,2,64,low,1,2.2047,3.0,2.6035,2.5405
72,1395,2,64,reynold,2,1.9491,6.0,3.6035,3.2454
72,1395,2,64,number,3,0.7937,9.0,4.6035,1.5517
72,1395,2,64,mach,1,1.2826,3.0,2.6035,1.478
72,1395,2,64,number,3,0.7937,9.0,4.6035,1.5517
72,63,3,98,viscous,4,2.4368,12.0,6.0304,4.8491
72,63,3,98,interact,3,2.7396,9.0,5.0304,4.9015
72,63,3,98,reynold,1,1.9491,3.0,3.0304,1.9296
72,63,3,98,number,3,0.7937,9.0,5.0304,1.42
72,63,3,98,flow,3,0.6512,9.0,5.0304,1.1651
72,63,3,98,mach,2,1.2826,6.0,4.0304,1.9095
72,63,3,98,number,3,0.7937,9.0,5.0304,1.42
72,540,4,115,viscous,4,2.4368,12.0,6.2438,4.6834
72,540,4,115,interact,4,2.7396,12.0,6.2438,5.2652
72,540,4,115,relat,2,1.8004,6.0,4.2438,2.5454
72,540,4,115,number,1,0.7937,3.0,3.2438,0.734
72,540,4,115,flow,5,0.6512,15.0,7.2438,1.3485
72,540,4,115,high,1,1.7175,3.0,3.2438,1.5884
72,540,4,115,number,1,0.7937,3.0,3.2438,0.734
72,315,5,266,low,4,2.2047,12.0,8.1396,3.2504
72,315,5,266,reynold,7,1.9491,21.0,11.1396,3.6744
72,315,5,266,number,7,0.7937,21.0,11.1396,1.4962
72,315,5,266,flow,4,0.6512,12.0,8.1396,0.9601
72,315,5,266,particular,3,2.3434,9.0,7.1396,2.954
72,315,5,266,high,6,1.7175,18.0,10.1396,3.0489
72,315,5,266,number,7,0.7937,21.0,11.1396,1.4962
72,1313,6,369,viscous,2,2.4368,6.0,7.4327,1.9671
72,1313,6,369,interact,1,2.7396,3.0,6.4327,1.2777
72,1313,6,369,relat,1,1.8004,3.0,6.4327,0.8396
72,1313,6,369,low,1,2.2047,3.0,6.4327,1.0282
72,1313,6,369,reynold,1,1.9491,3.0,6.4327,0.909
72,1313,6,369,number,13,0.7937,39.0,18.4327,1.6793
72,1313,6,369,flow,6,0.6512,18.0,11.4327,1.0253
72,1313,6,369,particular,2,2.3434,6.0,7.4327,1.8917
72,1313,6,369,high,2,1.7175,6.0,7.4327,1.3864
72,1313,6,369,mach,12,1.2826,36.0,17.4327,2.6488
72,1313,6,369,number,13,0.7937,39.0,18.4327,1.6793
72,667,7,146,viscous,1,2.4368,3.0,3.633,2.0123
72,667,7,146,interact,1,2.7396,3.0,3.633,2.2623
72,667,7,146,relat,3,1.8004,9.0,5.633,2.8765
72,667,7,146,low,2,2.2047,6.0,4.633,2.8553
72,667,7,146,reynold,2,1.9491,6.0,4.633,2.5242
72,667,7,146,number,2,0.7937,6.0,4.633,1.0279
72,667,7,146,flow,4,0.6512,12.0,6.633,1.1781
72,667,7,146,number,2,0.7937,6.0,4.633,1.0279
72,798,8,341,interact,10,2.7396,30.0,15.0812,5.4497
72,798,8,341,relat,2,1.8004,6.0,7.0812,1.5255
72,798,8,341,reynold,2,1.9491,6.0,7.0812,1.6515
72,798,8,341,number,3,0.7937,9.0,8.0812,0.8839
72,798,8,341,flow,5,0.6512,15.0,10.0812,0.969
72,798,8,341,particular,2,2.3434,6.0,7.0812,1.9856
72,798,8,341,high,2,1.7175,6.0,7.0812,1.4553
72,798,8,341,mach,1,1.2826,3.0,6.0812,0.6328
72,798,8,341,number,3,0.7937,9.0,8.0812,0.8839
72,1082,9,154,viscous,2,2.4368,6.0,4.7334,3.0889
72,1082,9,154,low,2,2.2047,6.0,4.7334,2.7947
72,1082,9,154,reynold,7,1.9491,21.0,9.7334,4.2053
72,1082,9,154,number,8,0.7937,24.0,10.7334,1.7747
72,1082,9,154,flow,4,0.6512,12.0,6.7334,1.1606
72,1082,9,154,number,8,0.7937,24.0,10.7334,1.7747
72,187,10,180,interact,2,2.7396,6.0,5.0599,3.2486
72,187,10,180,relat,2,1.8004,6.0,5.0599,2.1349
72,187,10,180,reynold,2,1.9491,6.0,5.0599,2.3113
72,187,10,180,number,5,0.7937,15.0,8.0599,1.4771
72,187,10,180,flow,6,0.6512,18.0,9.0599,1.2938
72,187,10,180,high,1,1.7175,3.0,4.0599,1.2691
72,187,10,180,mach,2,1.2826,6.0,5.0599,1.521
72,187,10,180,number,5,0.7937,15.0,8.0599,1.4771
73,332,1,109,equilibrium,2,2.8321,6.0,4.1685,4.0765
73,332,1,109,similitud,4,4.9936,12.0,6.1685,9.7145
73,332,1,109,law,3,3.2653,9.0,5.1685,5.6859
73,332,1,109,govern,1,3.4272,3.0,3.1685,3.245
73,332,1,109,hyperson,4,2.1062,12.0,6.1685,4.0974
73,332,1,109,flow,9,0.6512,27.0,11.1685,1.5743
73,332,1,109,slender,3,2.6754,9.0,5.1685,4.6587
73,332,1,109,bodi,4,1.5631,12.0,6.1685,3.0408
73,541,2,126,effect,1,0.9524,3.0,3.3819,0.8449
73,541,2,126,equilibrium,1,2.8321,3.0,3.3819,2.5123
73,541,2,126,similitud,4,4.9936,12.0,6.3819,9.3897
73,541,2,126,law,2,3.2653,6.0,4.3819,4.471
73,541,2,126,govern,1,3.4272,3.0,3.3819,3.0402
73,541,2,126,hyperson,3,2.1062,9.0,5.3819,3.5222
73,541,2,126,flow,6,0.6512,18.0,8.3819,1.3985
73,541,2,126,slender,2,2.6754,6.0,4.3819,3.6633
73,541,2,126,bodi,3,1.5631,9.0,5.3819,2.6139
73,401,3,199,effect,1,0.9524,3.0,4.2984,0.6647
73,401,3,199,chemic,2,3.5686,6.0,5.2984,4.0412
73,401,3,199,reaction,4,3.795,12.0,7.2984,6.2397
73,401,3,199,particular,1,2.3434,3.0,4.2984,1.6355
73,401,3,199,equilibrium,3,2.8321,9.0,6.2984,4.047
73,401,3,199,similitud,1,4.9936,3.0,4.2984,3.4852
73,401,3,199,hyperson,3,2.1062,9.0,6.2984,3.0096
73,401,3,199,flow,6,0.6512,18.0,9.2984,1.2606
73,401,3,199,bodi,1,1.5631,3.0,4.2984,1.0909
73,573,4,100,effect,3,0.9524,9.0,5.0555,1.6956
73,573,4,100,similitud,6,4.9936,18.0,8.0555,11.1583
73,573,4,100,law,1,3.2653,3.0,3.0555,3.206
73,573,4,100,govern,1,3.4272,3.0,3.0555,3.365
73,573,4,100,hyperson,5,2.1062,15.0,7.0555,4.4778
73,573,4,100,bodi,1,1.5631,3.0,3.0555,1.5347
73,1296,5,125,effect,1,0.9524,3.0,3.3693,0.848
73,1296,5,125,chemic,2,3.5686,6.0,4.3693,4.9005
73,1296,5,125,reaction,5,3.795,15.0,7.3693,7.7245
73,1296,5,125,equilibrium,2,2.8321,6.0,4.3693,3.8891
73,1296,5,125,hyperson,3,2.1062,9.0,5.3693,3.5304
73,1296,5,125,flow,3,0.6512,9.0,5.3693,1.0916
73,1296,5,125,bodi,2,1.5631,6.0,4.3693,2.1464
73,625,6,192,effect,1,0.9524,3.0,4.2105,0.6786
73,625,6,192,chemic,1,3.5686,3.0,4.2105,2.5427
73,625,6,192,reaction,1,3.795,3.0,4.2105,2.7039
73,625,6,192,equilibrium,1,2.8321,3.0,4.2105,2.0179
73,625,6,192,law,1,3.2653,3.0,4.2105,2.3265
73,625,6,192,govern,1,3.4272,3.0,4.2105,2.4419
73,625,6,192,hyperson,3,2.1062,9.0,6.2105,3.0522
73,625,6,192,flow,7,0.6512,21.0,10.2105,1.3394
73,625,6,192,slender,2,2.6754,6.0,5.2105,3.0808
73,625,6,192,aerodynam,1,2.0548,3.0,4.2105,1.464
73,625,6,192,bodi,2,1.5631,6.0,5.2105,1.7999
73,574,7,114,effect,1,0.9524,3.0,3.2312,0.8843
73,574,7,114,chemic,1,3.5686,3.0,3.2312,3.3133
73,574,7,114,reaction,2,3.795,6.0,4.2312,5.3813
73,574,7,114,equilibrium,2,2.8321,6.0,4.2312,4.016
73,574,7,114,hyperson,3,2.1062,9.0,5.2312,3.6236
73,574,7,114,flow,7,0.6512,21.0,9.2312,1.4814
73,574,7,114,bodi,2,1.5631,6.0,4.2312,2.2165
73,488,8,96,chemic,2,3.5686,6.0,4.0053,5.3459
73,488,8,96,reaction,5,3.795,15.0,7.0053,8.1259
73,488,8,96,equilibrium,1,2.8321,3.0,3.0053,2.8272
73,488,8,96,hyperson,1,2.1062,3.0,3.0053,2.1025
73,488,8,96,flow,1,0.6512,3.0,3.0053,0.6501
73,572,9,252,effect,5,0.9524,15.0,8.9638,1.5938
73,572,9,252,similitud,4,4.9936,12.0,7.9638,7.5245
73,572,9,252,govern,1,3.4272,3.0,4.9638,2.0713
73,572,9,252,hyperson,5,2.1062,15.0,8.9638,3.5245
73,572,9,252,flow,4,0.6512,12.0,7.9638,0.9813
73,572,9,252,slender,1,2.6754,3.0,4.9638,1.6169
73,572,9,252,bodi,2,1.5631,6.0,5.9638,1.5726
73,160,10,212,particular,2,2.3434,6.0,5.4616,2.5744
73,160,10,212,law,2,3.2653,6.0,5.4616,3.5871
73,160,10,212,hyperson,4,2.1062,12.0,7.4616,3.3873
73,160,10,212,flow,10,0.6512,30.0,13.4616,1.4513
73,160,10,212,slender,4,2.6754,12.0,7.4616,4.3027
73,160,10,212,bodi,11,1.5631,33.0,14.4616,3.5668
74,625,1,192,possibl,1,2.2047,3.0,4.2105,1.5709
74,625,1,192,pressur,1,0.9305,3.0,4.2105,0.663
74,625,1,192,dissoci,7,3.5436,21.0,10.2105,7.2882
74,625,1,192,free,3,1.8582,9.0,6.2105,2.6928
74,625,1,192,stream,3,1.7581,9.0,6.2105,2.5477
74,625,1,192,hyperson,3,2.1062,9.0,6.2105,3.0522
74,625,1,192,simul,1,3.6754,3.0,4.2105,2.6187
74,625,1,192,high,1,1.7175,3.0,4.2105,1.2237
74,625,1,192,wind,1,2.3968,3.0,4.2105,1.7077
74,625,1,192,tunnel,1,2.0492,3.0,4.2105,1.4601
74,1153,2,89,free,2,1.8582,6.0,3.9174,2.846
74,1153,2,89,stream,2,1.7581,6.0,3.9174,2.6927
74,1153,2,89,simul,2,3.6754,6.0,3.9174,5.6294
74,1153,2,89,wind,5,2.3968,15.0,6.9174,5.1974
74,1153,2,89,tunnel,5,2.0492,15.0,6.9174,4.4436
74,876,3,92,pressur,3,0.9305,9.0,4.955,1.6901
74,876,3,92,simul,3,3.6754,9.0,4.955,6.6758
74,876,3,92,high,3,1.7175,9.0,4.955,3.1196
74,876,3,92,wind,3,2.3968,9.0,4.955,4.3534
74,876,3,92,tunnel,6,2.0492,18.0,7.955,4.6368
74,68,4,65,possibl,1,2.2047,3.0,2.6161,2.5283
74,68,4,65,hyperson,2,2.1062,6.0,3.6161,3.4948
74,68,4,65,simul,4,3.6754,12.0,5.6161,7.8534
74,68,4,65,wind,1,2.3968,3.0,2.6161,2.7486
74,68,4,65,tunnel,1,2.0492,3.0,2.6161,2.35
74,576,5,268,signific,1,2.7286,3.0,5.1647,1.585
74,576,5,268,pressur,1,0.9305,3.0,5.1647,0.5405
74,576,5,268,dissoci,5,3.5436,15.0,9.1647,5.7999
74,576,5,268,free,4,1.8582,12.0,8.1647,2.731
74,576,5,268,stream,4,1.7581,12.0,8.1647,2.5839
74,576,5,268,respect,1,2.7286,3.0,5.1647,1.585
74,576,5,268,hyperson,1,2.1062,3.0,5.1647,1.2234
74,576,5,268,high,3,1.7175,9.0,7.1647,2.1575
74,372,6,66,pressur,1,0.9305,3.0,2.6286,1.062
74,372,6,66,free,2,1.8582,6.0,3.6286,3.0725
74,372,6,66,stream,2,1.7581,6.0,3.6286,2.907
74,372,6,66,hyperson,2,2.1062,6.0,3.6286,3.4827
74,372,6,66,wind,2,2.3968,6.0,3.6286,3.9632
74,372,6,66,tunnel,2,2.0492,6.0,3.6286,3.3884
74,1143,7,85,pressur,2,0.9305,6.0,3.8672,1.4437
74,1143,7,85,stream,2,1.7581,6.0,3.8672,2.7277
74,1143,7,85,high,2,1.7175,6.0,3.8672,2.6647
74,1143,7,85,enthalpi,3,3.6754,9.0,4.8672,6.7963
74,1143,7,85,tunnel,4,2.0492,12.0,5.8672,4.1912
74,26,8,35,signific,1,2.7286,3.0,2.2394,3.6553
74,26,8,35,realize,1,6.8395,3.0,2.2394,9.1624
74,26,8,35,hyperson,3,2.1062,9.0,4.2394,4.4713
74,656,9,126,dissoci,6,3.5436,18.0,8.3819,7.6099
74,656,9,126,hyperson,3,2.1062,9.0,5.3819,3.5222
74,656,9,126,wind,2,2.3968,6.0,4.3819,3.2819
74,656,9,126,tunnel,2,2.0492,6.0,4.3819,2.8059
74,431,10,106,pressur,4,0.9305,12.0,6.1308,1.8213
74,431,10,106,free,2,1.8582,6.0,4.1308,2.699
74,431,10,106,simul,1,3.6754,3.0,3.1308,3.5219
74,431,10,106,wind,3,2.3968,9.0,5.1308,4.2043
74,431,10,106,tunnel,5,2.0492,15.0,7.1308,4.3106
75,565,1,138,effect,5,0.9524,15.0,7.5326,1.8967
75,565,1,138,stagnat,2,2.3434,6.0,4.5326,3.1021
75,565,1,138,point,1,1.0785,3.0,3.5326,0.9159
75,565,1,138,heat,2,1.5197,6.0,4.5326,2.0117
75,565,1,138,transfer,2,1.905,6.0,4.5326,2.5218
75,565,1,138,result,2,0.7046,6.0,4.5326,0.9328
75,565,1,138,differ,1,1.9848,3.0,3.5326,1.6856
75,565,1,138,viscos,4,3.0939,12.0,6.5326,5.6834
75,565,1,138,temperatur,5,1.6521,15.0,7.5326,3.2899
75,630,2,98,vortic,1,3.2841,3.0,3.0304,3.2512
75,630,2,98,stagnat,3,2.3434,9.0,5.0304,4.1926
75,630,2,98,point,3,1.0785,9.0,5.0304,1.9295
75,630,2,98,result,2,0.7046,6.0,4.0304,1.049
75,630,2,98,viscos,1,3.0939,3.0,3.0304,3.0629
75,630,2,98,temperatur,5,1.6521,15.0,7.0304,3.5249
75,630,2,98,law,1,3.2653,3.0,3.0304,3.2325
75,50,3,101,point,2,1.0785,6.0,4.068,1.5907
75,50,3,101,heat,2,1.5197,6.0,4.068,2.2415
75,50,3,101,transfer,1,1.905,3.0,3.068,1.8628
75,50,3,101,result,2,0.7046,6.0,4.068,1.0393
75,50,3,101,viscos,2,3.0939,6.0,4.068,4.5632
75,50,3,101,temperatur,4,1.6521,12.0,6.068,3.2671
75,50,3,101,law,1,3.2653,3.0,3.068,3.1929
75,50,3,101,assum,1,2.1792,3.0,3.068,2.1309
75,55,4,81,effect,1,0.9524,3.0,2.8169,1.0143
75,55,4,81,point,2,1.0785,6.0,3.8169,1.6953
75,55,4,81,heat,3,1.5197,9.0,4.8169,2.8395
75,55,4,81,transfer,3,1.905,9.0,4.8169,3.5593
75,55,4,81,result,1,0.7046,3.0,2.8169,0.7504
75,55,4,81,viscos,1,3.0939,3.0,2.8169,3.295
75,55,4,81,temperatur,3,1.6521,9.0,4.8169,3.0868
75,55,4,81,assum,2,2.1792,6.0,3.8169,3.4256
75,82,5,204,effect,1,0.9524,3.0,4.3612,0.6552
75,82,5,204,stagnat,2,2.3434,6.0,5.3612,2.6226
75,82,5,204,point,6,1.0785,18.0,9.3612,2.0737
75,82,5,204,heat,4,1.5197,12.0,7.3612,2.4774
75,82,5,204,transfer,1,1.905,3.0,4.3612,1.3104
75,82,5,204,result,2,0.7046,6.0,5.3612,0.7886
75,82,5,204,differ,1,1.9848,3.0,4.3612,1.3654
75,82,5,204,viscos,2,3.0939,6.0,5.3612,3.4626
75,82,5,204,temperatur,3,1.6521,9.0,6.3612,2.3374
75,82,5,204,assum,2,2.1792,6.0,5.3612,2.4389
75,645,6,87,discrep,2,4.4416,6.0,3.8923,6.8468
75,645,6,87,effect,2,0.9524,6.0,3.8923,1.4682
75,645,6,87,stagnat,1,2.3434,3.0,2.8923,2.4307
75,645,6,87,point,1,1.0785,3.0,2.8923,1.1186
75,645,6,87,heat,1,1.5197,3.0,2.8923,1.5763
75,645,6,87,transfer,2,1.905,6.0,3.8923,2.9366
75,645,6,87,result,3,0.7046,9.0,4.8923,1.2963
75,645,6,87,temperatur,1,1.6521,3.0,2.8923,1.7136
75,1395,7,64,vortic,2,3.2841,6.0,3.6035,5.4682
75,1395,7,64,effect,1,0.9524,3.0,2.6035,1.0975
75,1395,7,64,stagnat,1,2.3434,3.0,2.6035,2.7003
75,1395,7,64,point,3,1.0785,9.0,4.6035,2.1085
75,1395,7,64,heat,3,1.5197,9.0,4.6035,2.9711
75,1395,7,64,transfer,3,1.905,9.0,4.6035,3.7243
75,1395,7,64,result,1,0.7046,3.0,2.6035,0.8119
75,1393,8,114,stagnat,5,2.3434,15.0,7.2312,4.8609
75,1393,8,114,point,5,1.0785,15.0,7.2312,2.2371
75,1393,8,114,heat,5,1.5197,15.0,7.2312,3.1524
75,1393,8,114,transfer,5,1.905,15.0,7.2312,3.9516
75,1393,8,114,temperatur,1,1.6521,3.0,3.2312,1.5339
75,1393,8,114,assum,1,2.1792,3.0,3.2312,2.0232
75,54,9,131,stagnat,1,2.3434,3.0,3.4447,2.0409
75,54,9,131,point,2,1.0785,6.0,4.4447,1.4559
75,54,9,131,heat,1,1.5197,3.0,3.4447,1.3235
75,54,9,131,transfer,1,1.905,3.0,3.4447,1.6591
75,54,9,131,result,3,0.7046,9.0,5.4447,1.1648
75,54,9,131,primarili,1,4.3827,3.0,3.4447,3.817
